i, t, s
937, 0.021247, 25120.077734
938, 0.021270, 23940.550708
939, 0.021293, 22667.533907
940, 0.021315, 21306.070902
941, 0.021338, 19861.550348
942, 0.021361, 18339.684665
943, 0.021383, 16746.487441
944, 0.021406, 15088.249677
945, 0.021429, 13371.514943
946, 0.021451, 11603.053558
947, 0.021474, 9789.835891
948, 0.021497, 7939.004890
949, 0.021519, 6057.847938
950, 0.021542, 4153.768167
951, 0.021565, 2234.255319
952, 0.021587, 306.856287
953, 0.021610, -1620.854555
954, 0.021633, -3541.305121
955, 0.021655, -5446.955351
956, 0.021678, -7330.326822
957, 0.021701, -9184.032087
958, 0.021723, -11000.803660
959, 0.021746, -12773.522499
960, 0.021769, -14495.245910
961, 0.021791, -16159.234732
962, 0.021814, -17758.979715
963, 0.021837, -19288.226984
964, 0.021859, -20741.002486
965, 0.021882, -22111.635325
966, 0.021905, -23394.779902
967, 0.021927, -24585.436754
968, 0.021950, -25678.972040
969, 0.021973, -26671.135569
970, 0.021995, -27558.077315
971, 0.022018, -28336.362360
972, 0.022041, -29002.984190
973, 0.022063, -29555.376304
974, 0.022086, -29991.422096
975, 0.022109, -30309.462955
976, 0.022132, -30508.304571
977, 0.022154, -30587.221406
978, 0.022177, -30545.959331
979, 0.022200, -30384.736398
980, 0.022222, -30104.241772
981, 0.022245, -29705.632795
982, 0.022268, -29190.530231
983, 0.022290, -28561.011677
984, 0.022313, -27819.603189
985, 0.022336, -26969.269156
986, 0.022358, -26013.400445
987, 0.022381, -24955.800886
988, 0.022404, -23800.672135
989, 0.022426, -22552.596987
990, 0.022449, -21216.521192
991, 0.022472, -19797.733862
992, 0.022494, -18301.846534
993, 0.022517, -16734.770973
994, 0.022540, -15102.695815
995, 0.022562, -13412.062124
996, 0.022585, -11669.537973
997, 0.022608, -9881.992150
998, 0.022630, -8056.467074
999, 0.022653, -6200.151058
1000, 0.022676, -4320.350002
1001, 0.022698, -2424.458637
1002, 0.022721, -519.931440
1003, 0.022744, 1385.746679
1004, 0.022766, 3285.089792
1005, 0.022789, 5170.640358
1006, 0.022812, 7034.998504
1007, 0.022834, 8870.851068
1008, 0.022857, 10671.000284
1009, 0.022880, 12428.391997
1010, 0.022902, 14136.143316
1011, 0.022925, 15787.569558
1012, 0.022948, 17376.210424
1013, 0.022971, 18895.855264
1014, 0.022993, 20340.567358
1015, 0.023016, 21704.707108
1016, 0.023039, 22982.954054
1017, 0.023061, 24170.327618
1018, 0.023084, 25262.206514
1019, 0.023107, 26254.346730
1020, 0.023129, 27142.898024
1021, 0.023152, 27924.418859
1022, 0.023175, 28595.889735
1023, 0.023197, 29154.724849
1024, 0.023220, 29598.782050
1025, 0.023243, 29926.371041
1026, 0.023265, 30136.259814
1027, 0.023288, 30227.679268
1028, 0.023311, 30200.326013
1029, 0.023333, 30054.363347
1030, 0.023356, 29790.420389
1031, 0.023379, 29409.589396
1032, 0.023401, 28913.421247
1033, 0.023424, 28303.919141
1034, 0.023447, 27583.530511
1035, 0.023469, 26755.137206
1036, 0.023492, 25822.043962
1037, 0.023515, 24787.965221
1038, 0.023537, 23657.010354
1039, 0.023560, 22433.667324
1040, 0.023583, 21122.784884
1041, 0.023605, 19729.553359
1042, 0.023628, 18259.484097
1043, 0.023651, 16718.387668
1044, 0.023673, 15112.350899
1045, 0.023696, 13447.712833
1046, 0.023719, 11731.039711
1047, 0.023741, 9969.099071
1048, 0.023764, 8168.833067
1049, 0.023787, 6337.331122
1050, 0.023810, 4481.802007
1051, 0.023832, 2609.545468
1052, 0.023855, 727.923508
1053, 0.023878, -1155.668557
1054, 0.023900, -3033.831169
1055, 0.023923, -4899.189593
1056, 0.023946, -6744.422875
1057, 0.023968, -8562.292573
1058, 0.023991, -10345.671154
1059, 0.024014, -12087.569936
1060, 0.024036, -13781.166479
1061, 0.024059, -15419.831301
1062, 0.024082, -16997.153831
1063, 0.024104, -18506.967486
1064, 0.024127, -19943.373779
1065, 0.024150, -21300.765363
1066, 0.024172, -22573.847916
1067, 0.024195, -23757.660793
1068, 0.024218, -24847.596353
1069, 0.024240, -25839.417889
1070, 0.024263, -26729.276100
1071, 0.024286, -27513.724019
1072, 0.024308, -28189.730373
1073, 0.024331, -28754.691283
1074, 0.024354, -29206.440298
1075, 0.024376, -29543.256692
1076, 0.024399, -29763.872013
1077, 0.024422, -29867.474855
1078, 0.024444, -29853.713821
1079, 0.024467, -29722.698692
1080, 0.024490, -29474.999772
1081, 0.024512, -29111.645433
1082, 0.024535, -28634.117854
1083, 0.024558, -28044.346986
1084, 0.024580, -27344.702758
1085, 0.024603, -26537.985555
1086, 0.024626, -25627.415019
1087, 0.024649, -24616.617199
1088, 0.024671, -23509.610114
1089, 0.024694, -22310.787783
1090, 0.024717, -21024.902788
1091, 0.024739, -19657.047436
1092, 0.024762, -18212.633587
1093, 0.024785, -16697.371253
1094, 0.024807, -15117.246017
1095, 0.024830, -13478.495400
1096, 0.024853, -11787.584229
1097, 0.024875, -10051.179141
1098, 0.024898, -8276.122298
1099, 0.024921, -6469.404424
1100, 0.024943, -4638.137278
1101, 0.024966, -2789.525656
1102, 0.024989, -930.839049
1103, 0.025011, 930.616945
1104, 0.025034, 2787.529334
1105, 0.025057, 4632.606465
1106, 0.025079, 6458.606653
1107, 0.025102, 8258.366605
1108, 0.025125, 10024.829519
1109, 0.025147, 11751.072758
1110, 0.025170, 13430.334970
1111, 0.025193, 15056.042581
1112, 0.025215, 16621.835518
1113, 0.025238, 18121.592096
1114, 0.025261, 19549.452947
1115, 0.025283, 20899.843914
1116, 0.025306, 22167.497807
1117, 0.025329, 23347.474951
1118, 0.025351, 24435.182428
1119, 0.025374, 25426.391957
1120, 0.025397, 26317.256324
1121, 0.025420, 27104.324318
1122, 0.025442, 27784.554092
1123, 0.025465, 28355.324919
1124, 0.025488, 28814.447285
1125, 0.025510, 29160.171284
1126, 0.025533, 29391.193277
1127, 0.025556, 29506.660802
1128, 0.025578, 29506.175709
1129, 0.025601, 29389.795501
1130, 0.025624, 29158.032891
1131, 0.025646, 28811.853574
1132, 0.025669, 28352.672209
1133, 0.025692, 27782.346655
1134, 0.025714, 27103.170454
1135, 0.025737, 26317.863613
1136, 0.025760, 25429.561721
1137, 0.025782, 24441.803425
1138, 0.025805, 23358.516339
1139, 0.025828, 22184.001432
1140, 0.025850, 20922.915950
1141, 0.025873, 19580.254952
1142, 0.025896, 18161.331526
1143, 0.025918, 16671.755767
1144, 0.025941, 15117.412596
1145, 0.025964, 13504.438512
1146, 0.025986, 11839.197364
1147, 0.026009, 10128.255248
1148, 0.026032, 8378.354613
1149, 0.026054, 6596.387692
1150, 0.026077, 4789.369358
1151, 0.026100, 2964.409509
1152, 0.026122, 1128.685093
1153, 0.026145, -710.588115
1154, 0.026168, -2546.183877
1155, 0.026190, -4370.893884
1156, 0.026213, -6177.556057
1157, 0.026236, -7959.082666
1158, 0.026259, -9708.488129
1159, 0.026281, -11418.916406
1160, 0.026304, -13083.667867
1161, 0.026327, -14696.225534
1162, 0.026349, -16250.280592
1163, 0.026372, -17739.757071
1164, 0.026395, -19158.835600
1165, 0.026417, -20501.976140
1166, 0.026440, -21763.939617
1167, 0.026463, -22939.808350
1168, 0.026485, -24025.005218
1169, 0.026508, -25015.311470
1170, 0.026531, -25906.883127
1171, 0.026553, -26696.265902
1172, 0.026576, -27380.408576
1173, 0.026599, -27956.674790
1174, 0.026621, -28422.853203
1175, 0.026644, -28777.165969
1176, 0.026667, -29018.275515
1177, 0.026689, -29145.289577
1178, 0.026712, -29157.764495
1179, 0.026735, -29055.706733
1180, 0.026757, -28839.572641
1181, 0.026780, -28510.266440
1182, 0.026803, -28069.136456
1183, 0.026825, -27517.969607
1184, 0.026848, -26858.984173
1185, 0.026871, -26094.820871
1186, 0.026893, -25228.532279
1187, 0.026916, -24263.570643
1188, 0.026939, -23203.774126
1189, 0.026961, -22053.351541
1190, 0.026984, -20816.865641
1191, 0.027007, -19499.215021
1192, 0.027029, -18105.614715
1193, 0.027052, -16641.575557
1194, 0.027075, -15112.882390
1195, 0.027098, -13525.571209
1196, 0.027120, -11885.905330
1197, 0.027143, -10200.350673
1198, 0.027166, -8475.550271
1199, 0.027188, -6718.298083
1200, 0.027211, -4935.512237
1201, 0.027234, -3134.207794
1202, 0.027256, -1321.469143
1203, 0.027279, 495.577860
1204, 0.027302, 2309.793903
1205, 0.027324, 4114.054266
1206, 0.027347, 5901.276809
1207, 0.027370, 7664.449760
1208, 0.027392, 9396.659230
1209, 0.027415, 11091.116326
1210, 0.027438, 12741.183750
1211, 0.027460, 14340.401805
1212, 0.027483, 15882.513677
1213, 0.027506, 17361.489918
1214, 0.027528, 18771.552016
1215, 0.027551, 20107.194976
1216, 0.027574, 21363.208804
1217, 0.027596, 22534.698835
1218, 0.027619, 23617.104802
1219, 0.027642, 24606.218587
1220, 0.027664, 25498.200583
1221, 0.027687, 26289.594588
1222, 0.027710, 26977.341202
1223, 0.027732, 27558.789649
1224, 0.027755, 28031.707986
1225, 0.027778, 28394.291671
1226, 0.027800, 28645.170439
1227, 0.027823, 28783.413475
1228, 0.027846, 28808.532854
1229, 0.027868, 28720.485238
1230, 0.027891, 28519.671836
1231, 0.027914, 28206.936605
1232, 0.027937, 27783.562719
1233, 0.027959, 27251.267315
1234, 0.027982, 26612.194535
1235, 0.028005, 25868.906895
1236, 0.028027, 25024.375011
1237, 0.028050, 24081.965736
1238, 0.028073, 23045.428736
1239, 0.028095, 21918.881574
1240, 0.028118, 20706.793357
1241, 0.028141, 19413.967008
1242, 0.028163, 18045.520235
1243, 0.028186, 16606.865273
1244, 0.028209, 15103.687484
1245, 0.028231, 13541.922885
1246, 0.028254, 11927.734711
1247, 0.028277, 10267.489090
1248, 0.028299, 8567.729943
1249, 0.028322, 6835.153184
1250, 0.028345, 5076.580349
1251, 0.028367, 3298.931734
1252, 0.028390, 1509.199167
1253, 0.028413, -285.581495
1254, 0.028435, -2078.358027
1255, 0.028458, -3862.089538
1256, 0.028481, -5629.774132
1257, 0.028503, -7374.476388
1258, 0.028526, -9089.354573
1259, 0.028549, -10767.687467
1260, 0.028571, -12402.900709
1261, 0.028594, -13988.592551
1262, 0.028617, -15518.558915
1263, 0.028639, -16986.817669
1264, 0.028662, -18387.632016
1265, 0.028685, -19715.532907
1266, 0.028707, -20965.340393
1267, 0.028730, -22132.183832
1268, 0.028753, -23211.520863
1269, 0.028776, -24199.155093
1270, 0.028798, -25091.252408
1271, 0.028821, -25884.355855
1272, 0.028844, -26575.399037
1273, 0.028866, -27161.717961
1274, 0.028889, -27641.061310
1275, 0.028912, -28011.599079
1276, 0.028934, -28271.929556
1277, 0.028957, -28421.084617
1278, 0.028980, -28458.533315
1279, 0.029002, -28384.183747
1280, 0.029025, -28198.383205
1281, 0.029048, -27901.916586
1282, 0.029070, -27496.003100
1283, 0.029093, -26982.291259
1284, 0.029116, -26362.852198
1285, 0.029138, -25640.171320
1286, 0.029161, -24817.138339
1287, 0.029184, -23897.035720
1288, 0.029206, -22883.525594
1289, 0.029229, -21780.635186
1290, 0.029252, -20592.740815
1291, 0.029274, -19324.550527
1292, 0.029297, -17981.085440
1293, 0.029320, -16567.659865
1294, 0.029342, -15089.860286
1295, 0.029365, -13553.523279
1296, 0.029388, -11964.712461
1297, 0.029410, -10329.694563
1298, 0.029433, -8654.914707
1299, 0.029456, -6946.971007
1300, 0.029478, -5212.588567
1301, 0.029501, -3458.593008
1302, 0.029524, -1691.883604
1303, 0.029546, 80.593858
1304, 0.029569, 1851.874381
1305, 0.029592, 3615.001131
1306, 0.029615, 5363.052755
1307, 0.029637, 7089.170558
1308, 0.029660, 8786.585406
1309, 0.029683, 10448.644278
1310, 0.029705, 12068.836338
1311, 0.029728, 13640.818442
1312, 0.029751, 15158.439969
1313, 0.029773, 16615.766887
1314, 0.029796, 18007.104955
1315, 0.029819, 19327.021970
1316, 0.029841, 20570.368977
1317, 0.029864, 21732.300352
1318, 0.029887, 22808.292685
1319, 0.029909, 23794.162388
1320, 0.029932, 24686.081961
1321, 0.029955, 25480.594848
1322, 0.029977, 26174.628831
1323, 0.030000, 26765.507903
1324, 0.030023, 27257.143347
1325, 0.030045, 27641.674557
1326, 0.030068, 27917.595727
1327, 0.030091, 28083.827804
1328, 0.030113, 28139.722706
1329, 0.030136, 28085.065850
1330, 0.030159, 27920.076971
1331, 0.030181, 27645.409248
1332, 0.030204, 27262.146708
1333, 0.030227, 26771.799955
1334, 0.030249, 26176.300213
1335, 0.030272, 25477.991720
1336, 0.030295, 24679.622502
1337, 0.030317, 23784.333556
1338, 0.030340, 22795.646493
1339, 0.030363, 21717.449688
1340, 0.030385, 20553.982985
1341, 0.030408, 19309.821028
1342, 0.030431, 17989.855267
1343, 0.030454, 16599.274735
1344, 0.030476, 15143.545646
1345, 0.030499, 13628.389905
1346, 0.030522, 12059.762622
1347, 0.030544, 10443.828704
1348, 0.030567, 8786.938626
1349, 0.030590, 7095.603474
1350, 0.030612, 5376.469361
1351, 0.030635, 3636.291308
1352, 0.030658, 1881.906703
1353, 0.030680, 120.208433
1354, 0.030703, -1641.882191
1355, 0.030726, -3397.442635
1356, 0.030748, -5139.576328
1357, 0.030771, -6861.439766
1358, 0.030794, -8556.269383
1359, 0.030816, -10217.408128
1360, 0.030839, -11838.331609
1361, 0.030862, -13412.673717
1362, 0.030884, -14934.251631
1363, 0.030907, -16397.090101
1364, 0.030930, -17795.444908
1365, 0.030952, -19123.825424
1366, 0.030975, -20377.016171
1367, 0.030998, -21550.097294
1368, 0.031020, -22638.463881
1369, 0.031043, -23637.844036
1370, 0.031066, -24544.315646
1371, 0.031088, -25354.321777
1372, 0.031111, -26064.684627
1373, 0.031134, -26672.617996
1374, 0.031156, -27175.738213
1375, 0.031179, -27572.073482
1376, 0.031202, -27860.071610
1377, 0.031224, -28038.606086
1378, 0.031247, -28106.980485
1379, 0.031270, -28064.931191
1380, 0.031293, -27912.628404
1381, 0.031315, -27650.675458
1382, 0.031338, -27280.106431
1383, 0.031361, -26802.382059
1384, 0.031383, -26219.383981
1385, 0.031406, -25533.407327
1386, 0.031429, -24747.151684
1387, 0.031451, -23863.710469
1388, 0.031474, -22886.558761
1389, 0.031497, -21819.539633
1390, 0.031519, -20666.849031
1391, 0.031542, -19433.019281
1392, 0.031565, -18122.901265
1393, 0.031587, -16741.645349
1394, 0.031610, -15294.681139
1395, 0.031633, -13787.696130
1396, 0.031655, -12226.613362
1397, 0.031678, -10617.568130
1398, 0.031701, -8966.883875
1399, 0.031723, -7281.047336
1400, 0.031746, -5566.683054
1401, 0.031769, -3830.527346
1402, 0.031791, -2079.401831
1403, 0.031814, -320.186628
1404, 0.031837, 1440.206674
1405, 0.031859, 3194.862170
1406, 0.031882, 4936.886812
1407, 0.031905, 6659.437485
1408, 0.031927, 8355.747889
1409, 0.031950, 10019.155119
1410, 0.031973, 11643.125835
1411, 0.031995, 13221.281922
1412, 0.032018, 14747.425542
1413, 0.032041, 16215.563471
1414, 0.032063, 17619.930639
1415, 0.032086, 18955.012767
1416, 0.032109, 20215.568015
1417, 0.032132, 21396.647568
1418, 0.032154, 22493.615063
1419, 0.032177, 23502.164785
1420, 0.032200, 24418.338574
1421, 0.032222, 25238.541355
1422, 0.032245, 25959.555247
1423, 0.032268, 26578.552183
1424, 0.032290, 27093.105011
1425, 0.032313, 27501.197004
1426, 0.032336, 27801.229767
1427, 0.032358, 27992.029496
1428, 0.032381, 28072.851573
1429, 0.032404, 28043.383470
1430, 0.032426, 27903.745956
1431, 0.032449, 27654.492605
1432, 0.032472, 27296.607600
1433, 0.032494, 26831.501848
1434, 0.032517, 26261.007419
1435, 0.032540, 25587.370326
1436, 0.032562, 24813.241685
1437, 0.032585, 23941.667283
1438, 0.032608, 22976.075591
1439, 0.032630, 21920.264279
1440, 0.032653, 20778.385280
1441, 0.032676, 19554.928463
1442, 0.032698, 18254.703980
1443, 0.032721, 16882.823351
1444, 0.032744, 15444.679372
1445, 0.032766, 13945.924915
1446, 0.032789, 12392.450710
1447, 0.032812, 10790.362190
1448, 0.032834, 9145.955496
1449, 0.032857, 7465.692736
1450, 0.032880, 5756.176586
1451, 0.032902, 4024.124348
1452, 0.032925, 2276.341555
1453, 0.032948, 519.695229
1454, 0.032971, -1238.913098
1455, 0.032993, -2992.574499
1456, 0.033016, -4734.399795
1457, 0.033039, -6457.546617
1458, 0.033061, -8155.246289
1459, 0.033084, -9820.830412
1460, 0.033107, -11447.757056
1461, 0.033129, -13029.636459
1462, 0.033152, -14560.256121
1463, 0.033175, -16033.605200
1464, 0.033197, -17443.898121
1465, 0.033220, -18785.597289
1466, 0.033243, -20053.434842
1467, 0.033265, -21242.433322
1468, 0.033288, -22347.925228
1469, 0.033311, -23365.571330
1470, 0.033333, -24291.377705
1471, 0.033356, -25121.711411
1472, 0.033379, -25853.314744
1473, 0.033401, -26483.318017
1474, 0.033424, -27009.250817
1475, 0.033447, -27429.051694
1476, 0.033469, -27741.076239
1477, 0.033492, -27944.103525
1478, 0.033515, -28037.340885
1479, 0.033537, -28020.427008
1480, 0.033560, -27893.433338
1481, 0.033583, -27656.863771
1482, 0.033605, -27311.652659
1483, 0.033628, -26859.161121
1484, 0.033651, -26301.171671
1485, 0.033673, -25639.881201
1486, 0.033696, -24877.892331
1487, 0.033719, -24018.203164
1488, 0.033741, -23064.195489
1489, 0.033764, -22019.621483
1490, 0.033787, -20888.588948
1491, 0.033810, -19675.545159
1492, 0.033832, -18385.259379
1493, 0.033855, -17022.804104
1494, 0.033878, -15593.535126
1495, 0.033900, -14103.070475
1496, 0.033923, -12557.268341
1497, 0.033946, -10962.204044
1498, 0.033968, -9324.146161
1499, 0.033991, -7649.531886
1500, 0.034014, -5944.941738
1501, 0.034036, -4217.073699
1502, 0.034059, -2472.716898
1503, 0.034082, -718.724931
1504, 0.034104, 1038.011061
1505, 0.034127, 2790.589473
1506, 0.034150, 4532.125343
1507, 0.034172, 6255.777405
1508, 0.034195, 7954.774960
1509, 0.034218, 9622.444475
1510, 0.034240, 11252.235793
1511, 0.034263, 12837.747862
1512, 0.034286, 14372.753875
1513, 0.034308, 15851.225724
1514, 0.034331, 17267.357674
1515, 0.034354, 18615.589163
1516, 0.034376, 19890.626629
1517, 0.034399, 21087.464303
1518, 0.034422, 22201.403855
1519, 0.034444, 23228.072841
1520, 0.034467, 24163.441865
1521, 0.034490, 25003.840394
1522, 0.034512, 25745.971158
1523, 0.034535, 26386.923093
1524, 0.034558, 26924.182755
1525, 0.034580, 27355.644177
1526, 0.034603, 27679.617124
1527, 0.034626, 27894.833719
1528, 0.034649, 28000.453395
1529, 0.034671, 27996.066189
1530, 0.034694, 27881.694324
1531, 0.034717, 27657.792108
1532, 0.034739, 27325.244126
1533, 0.034762, 26885.361747
1534, 0.034785, 26339.877954
1535, 0.034807, 25690.940514
1536, 0.034830, 24941.103522
1537, 0.034853, 24093.317351
1538, 0.034875, 23150.917041
1539, 0.034898, 22117.609180
1540, 0.034921, 20997.457326
1541, 0.034943, 19794.866027
1542, 0.034966, 18514.563500
1543, 0.034989, 17161.583044
1544, 0.035011, 15741.243251
1545, 0.035034, 14259.127097
1546, 0.035057, 12721.059999
1547, 0.035079, 11133.086919
1548, 0.035102, 9501.448603
1549, 0.035125, 7832.557057
1550, 0.035147, 6132.970349
1551, 0.035170, 4409.366837
1552, 0.035193, 2668.518930
1553, 0.035215, 917.266475
1554, 0.035238, -837.510118
1555, 0.035261, -2588.916903
1556, 0.035283, -4330.073487
1557, 0.035306, -6054.140058
1558, 0.035329, -7754.344252
1559, 0.035351, -9424.007760
1560, 0.035374, -11056.572555
1561, 0.035397, -12645.626655
1562, 0.035420, -14184.929302
1563, 0.035442, -15668.435475
1564, 0.035465, -17090.319627
1565, 0.035488, -18444.998565
1566, 0.035510, -19727.153368
1567, 0.035533, -20931.750274
1568, 0.035556, -22054.060441
1569, 0.035578, -23089.678514
1570, 0.035601, -24034.539912
1571, 0.035624, -24884.936787
1572, 0.035646, -25637.532566
1573, 0.035669, -26289.375052
1574, 0.035692, -26837.907995
1575, 0.035714, -27280.981125
1576, 0.035737, -27616.858575
1577, 0.035760, -27844.225683
1578, 0.035782, -27962.194140
1579, 0.035805, -27970.305460
1580, 0.035828, -27868.532756
1581, 0.035850, -27657.280837
1582, 0.035873, -27337.384586
1583, 0.035896, -26910.105671
1584, 0.035918, -26377.127560
1585, 0.035941, -25740.548897
1586, 0.035964, -25002.875232
1587, 0.035986, -24167.009160
1588, 0.036009, -23236.238905
1589, 0.036032, -22214.225377
